Summons Number,Registration State,Plate Type,Issue Date,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Violation Precinct,Issuer Precinct,Issuer Code,Violation Time,Front Of Or Opposite,From Hours In Effect,To Hours In Effect,Vehicle Year,Feet From Curb,Violation Code
2510600697,NY,PAS,7/16/2017,SUBN,VOLVO,K,0,40404,40404,122,5,160644,0225P,,ALL,ALL,2005,0,20
2513002738,NY,PAS,6/21/2017,SUBN,FORD,S,5430,32130,74630,78,0,668046,0908A,F,0900A,1030A,2013,0,21
2513398401,NJ,PAS,6/26/2017,SDN,VOLKS,P,40090,24953,24953,120,120,959323,0905P,F,ALL,ALL,2005,0,98
2484971068,NY,PAS,7/7/2017,SUBN,CHRYS,X,75930,64230,57730,60,985,100404,1146A,O,1130A,0100P,2010,0,21
2515720601,NY,PAS,6/20/2017,SDN,LEXUS,P,60810,23110,24840,105,105,959901,0107P,O,ALL,ALL,2015,0,46
2510509509,NY,PAS,6/25/2017,SDN,ME/BE,P,37210,22955,0,33,1,160626,0654P,F,ALL,ALL,2014,0,98
2479197181,99,PAS,7/2/2017,SDN,CADIL,P,0,26610,0,26,1,160185,0713P,F,ALL,ALL,0,0,21
2510654874,PA,PAS,7/4/2017,,DODGE,K,72630,5530,5630,78,4,160199,0315P,,0600A,0600P,0,0,20
2516266536,NY,PAS,6/12/2017,SUBN,BMW,P,0,40404,40404,120,122,934372,0953P,F,ALL,ALL,0,0,20
2499897402,NY,PAS,7/8/2017,SUBN,HONDA,P,55120,66320,23800,43,0,39,0825A,O,ALL,ALL,2014,0,14
2515754432,NY,PAS,6/24/2017,SDN,NISSA,P,50180,22970,0,105,105,958810,0135A,,ALL,ALL,2004,0,46
2484930918,NY,PAS,6/22/2017,SUBN,ACURA,P,65320,26550,8020,41,41,942620,1215P,F,ALL,ALL,2011,0,19
2526830337,NY,PAS,6/20/2017,SUBN,ROVER,S,51090,25050,25070,103,0,517533,0311A,O,0300A,0600A,2009,0,21
2499897584,NY,PAS,7/12/2017,SDN,NISSA,P,29620,24790,30915,43,0,92,0237A,F,ALL,ALL,2014,0,98
2524661194,NY,PAS,7/18/2017,SDN,INFIN,P,24830,75430,86630,71,71,956328,1259A,F,ALL,ALL,2007,0,40
2527538875,NY,PAS,6/24/2017,SDN,VOLKS,P,9620,22920,40320,49,49,959331,0837P,F,ALL,ALL,2015,0,46
2524126780,NY,PAS,6/12/2017,,JEEP,P,36550,10610,10810,32,32,954225,1150A,F,1130A,0100P,0,0,21
2525347950,NY,PAS,5/24/2017,FOUR,HONDA,P,0,0,0,84,4,160691,1142A,O,ALL,ALL,2016,0,20
2515962801,NY,PAS,6/15/2017,SDN,CHEVR,X,25645,13113,13113,19,977,828296,0858P,F,1000A,1130A,2015,0,21
2524650423,99,999,6/11/2017,SUBN,FORD,P,39350,35730,33460,61,61,956779,0630P,O,ALL,ALL,0,0,14
2515878844,NY,PAS,6/20/2017,,HONDA,X,64790,28265,54102,103,968,867880,0622A,F,ALL,ALL,2006,0,19
2525347392,NY,PAS,7/2/2017,FOUR,MAZDA,K,13820,33720,61830,84,4,161093,0253P,O,ALL,ALL,2010,0,20
2515739674,NY,PAS,6/25/2017,SUBN,FORD,P,54190,20240,45090,103,103,956224,1130A,F,ALL,ALL,2002,0,98
2525382197,NY,OMT,7/4/2017,SUBN,TOYOT,K,0,0,0,50,2,160573,0404P,,ALL,ALL,2016,0,20
2515965071,NY,PAS,6/29/2017,P-U,DODGE,X,25645,45100,32625,19,977,668907,1038A,F,1000A,1130A,2017,0,21
2515337316,NY,PAS,6/7/2017,SDN,TOYOT,F,31830,5680,24730,78,219,920307,0716P,O,ALL,ALL,2004,0,14
2518781101,NY,PAS,7/16/2017,SDN,NISSA,P,0,40404,40404,101,101,956216,1032P,O,ALL,ALL,2011,0,40
2516885157,NY,PAS,7/2/2017,SDN,DODGE,P,21190,24290,24340,113,113,958803,0300A,F,ALL,ALL,0,0,40
2510484294,NJ,PAS,7/4/2017,SDN,HONDA,K,29370,40404,40404,25,1,160178,0427P,,ALL,ALL,0,0,20
2524440283,PA,PAS,6/23/2017,SUBN,HONDA,P,65330,39830,67430,75,504,332045,0819A,F,0800A,0930A,0,0,21
2513290219,PA,PAS,7/9/2017,SDN,BMW,P,37830,14280,75970,69,69,951201,0305A,F,ALL,ALL,0,0,46
2509760200,NY,PAS,6/21/2017,SDN,INFIN,P,0,40404,40404,46,720,340040,0648A,O,ALL,ALL,2008,0,19
2525093586,NY,PAS,7/2/2017,SDN,HONDA,P,28170,15620,57320,47,47,955210,0625A,F,ALL,ALL,2009,0,98
2516701836,NY,PAS,6/25/2017,SDN,CHRYS,P,0,40404,40404,113,642,47724,0845P,F,ALL,ALL,2013,0,46
2513676752,NY,PAS,6/11/2017,SDN,HYUND,P,33390,62200,60790,100,100,957607,0551P,F,ALL,ALL,2011,0,98
2527482108,NY,OMT,6/25/2017,SUBN,CHEVR,P,36630,14030,14080,63,63,958973,0807A,F,ALL,ALL,2016,0,40
2517341590,NY,PAS,7/2/2017,MINI,TOYOT,P,0,0,0,10,0,962594,0210A,,ALL,ALL,2017,0,20
2526828820,99,PAS,7/8/2017,SDN,HONDA,S,49690,24840,24970,103,0,688390,0745A,F,0730A,0830A,0,0,21
2515727258,NY,PAS,6/14/2017,SDN,TOYOT,P,45890,55590,22190,105,105,931865,1016A,F,ALL,ALL,0,0,46
2512000293,NY,PAS,7/11/2017,SDN,BMW,S,0,0,0,67,0,669776,0840A,F,0800A,0930A,2008,0,21
2526810569,NY,PAS,6/18/2017,SDN,HONDA,P,81050,88030,87130,75,75,954586,0726P,O,ALL,ALL,2005,0,46
2469261419,NY,PAS,7/16/2017,SDN,ACURA,P,60790,33540,33640,100,100,961649,0635P,F,ALL,ALL,2010,0,40
2524769291,NY,PAS,6/18/2017,,TOYOT,P,82430,34330,56630,73,73,960918,0947A,F,0900A,1030A,2011,0,20
2511972532,NY,PAS,7/18/2017,SDN,HONDA,S,60790,12735,32290,101,0,534917,0905A,O,0830A,1000A,2016,0,21
2518790322,NY,PAS,7/7/2017,SDN,NISSA,P,0,40404,40404,101,101,951544,0440P,F,ALL,ALL,2016,0,19
2518790334,NY,PAS,7/7/2017,SUBN,HONDA,P,56090,62700,30240,101,101,951544,0452P,F,ALL,ALL,2005,0,19
2518790077,NY,PAS,6/29/2017,SUBN,AUDI,P,60085,29940,50303,101,101,951544,1140A,F,ALL,ALL,2015,0,46
2510616514,NY,PAS,7/7/2017,SUBN,TOYOT,P,34220,26850,26880,42,2,160921,1017A,O,0900A,1030A,2011,0,21
2516869010,NY,PAS,6/24/2017,,HONDA,P,49690,24490,24440,107,107,955021,0339P,F,ALL,ALL,2016,0,46
2510602436,NY,PAS,7/8/2017,SDN,VOLKS,K,41300,26480,0,122,5,160250,0942P,,ALL,ALL,2010,0,63
2516696055,NY,PAS,6/24/2017,SUBN,CHEVR,P,97530,10630,41700,115,302,47820,0450P,F,ALL,ALL,2007,0,14
2516870193,NY,PAS,6/13/2017,SDN,ACURA,P,25840,13990,14490,107,107,925466,0820A,F,ALL,ALL,2004,0,40
2525390111,NY,PAS,7/2/2017,FOUR,MITSU,K,45607,12670,0,1,1,160622,1126A,F,ALL,ALL,2004,0,14
2524723473,NY,PAS,6/29/2017,SUBN,VOLVO,P,24830,12130,86030,71,71,953119,1057A,F,ALL,ALL,2013,0,98
2524446440,NY,PAS,7/14/2017,SDN,NISSA,P,13630,55830,44330,75,504,332045,0915A,,0900A,1030A,2005,0,21
2460645154,NY,PAS,7/27/2017,SDN,TOYOT,P,78430,54000,95030,90,90,953384,0418P,F,ALL,ALL,2005,0,98
2514031541,NY,PAS,6/21/2017,SDN,LINCO,P,64790,18290,28265,103,103,961786,0504P,F,ALL,ALL,2007,0,19
2513924602,NY,PAS,6/11/2017,SUBN,HONDA,P,25270,65590,16640,107,107,961057,1018A,O,ALL,ALL,2017,1,40
2509758611,NY,PAS,7/5/2017,SDN,TOYOT,P,29520,52120,29720,44,0,333404,0237P,O,ALL,ALL,2009,0,20
2515962752,NY,PAS,6/15/2017,SUBN,JEEP,X,25645,13113,13113,19,977,828296,1033A,F,1000A,1130A,2016,0,21
2523315818,NY,PAS,6/9/2017,VAN,DODGE,P,45430,59830,55830,75,75,926569,0510A,O,ALL,ALL,2009,0,40
2513658166,NY,PAS,6/11/2017,SDN,INFIN,P,53790,21390,21490,106,106,961795,0135P,F,ALL,ALL,2013,0,46
2515963331,NY,PAS,6/18/2017,SDN,HONDA,X,25645,13113,13113,19,977,622660,0819A,O,ALL,ALL,0,0,20
2527597697,NY,PAS,6/24/2017,SDN,LEXUS,P,18120,28410,28440,47,47,958281,0744P,O,ALL,ALL,2004,2,40
2527353747,NY,PAS,6/18/2017,FOUR,INFIN,P,0,0,0,60,60,946438,0705P,,ALL,ALL,2011,0,20
2526815875,NY,PAS,7/11/2017,SDN,ME/BE,S,17790,24290,55590,103,0,686996,0811A,O,0800A,0830A,2005,0,21
2510519399,NY,PAS,6/24/2017,SDN,ROLLS,K,11540,40404,40404,84,4,160355,0815P,O,ALL,ALL,2014,0,20
2523875976,NY,PAS,6/16/2017,SDN,MAZDA,P,42650,40100,21950,121,121,961676,0727P,O,ALL,ALL,0,0,98
2513735732,NY,PAS,7/16/2017,SDN,BMW,P,0,40404,40404,107,107,963121,0133A,F,ALL,ALL,2012,0,40
2510778563,NY,PAS,5/10/2017,SUBN,BMW,P,12425,21125,15790,45,0,109997,0135A,,ALL,ALL,2005,0,98
2510609034,NY,PAS,7/4/2017,SUBN,TOYOT,K,0,39202,0,122,5,160497,1014P,O,ALL,ALL,2015,0,63
2524440295,NY,PAS,6/23/2017,SDN,PONTI,P,65330,52730,39830,75,504,332045,0820A,F,0800A,0930A,2005,0,21
2524815537,NY,PAS,6/30/2017,SDN,BMW,P,57790,17140,17340,115,115,952254,1129P,F,ALL,ALL,2013,0,46
2527428838,NY,PAS,6/29/2017,SDN,BMW,P,18630,14880,88830,61,61,958043,0511A,F,ALL,ALL,2017,0,40
2499895461,NY,PAS,6/18/2017,SDN,TOYOT,P,50750,60570,46340,43,0,16,0228P,F,ALL,ALL,2002,0,40
2509581243,NY,PAS,6/22/2017,SDN,ACURA,P,54010,92430,42030,94,0,349574,0935A,F,0800A,0600P,0,0,20
2518790304,NY,PAS,7/7/2017,SUBN,CHEVR,P,30240,61690,59200,101,101,951544,0302P,F,ALL,ALL,2008,0,46
2518778771,NY,PAS,5/28/2017,SDN,SAAB,P,29890,41700,61640,101,101,951023,0740P,F,ALL,ALL,2003,0,20
2510603568,NY,PAS,7/3/2017,SDN,TOYOT,K,0,46100,0,122,5,160098,0127A,,ALL,ALL,2007,0,63
2418341291,NY,PAS,7/10/2017,SUBN,TOYOT,P,20350,15920,73420,43,43,937937,0710A,F,ALL,ALL,2001,0,98
2515333177,NY,PAS,6/23/2017,SDN,BMW,F,76430,34330,56630,75,950,955893,0840A,F,ALL,ALL,2012,0,14
2524439991,NY,PAS,6/30/2017,SDN,HONDA,P,0,40404,40404,78,504,332045,0826A,F,0800A,0930A,2016,0,21
2513800866,NY,PAS,6/9/2017,VAN,TOYOT,P,23640,13540,41700,107,107,946318,0755A,F,ALL,ALL,2013,0,98
2526828614,NY,PAS,7/17/2017,SUBN,NISSA,S,57190,62990,19990,113,0,588810,0837A,F,0830A,1000A,2016,0,21
2518253082,VT,PAS,6/30/2017,SDN,NISSA,P,0,40404,40404,73,73,956648,0650P,F,ALL,ALL,0,0,98
2515701786,NY,PAS,7/1/2017,SDN,FORD,P,54120,15140,15490,105,105,959678,0543P,F,ALL,ALL,2009,0,19
2527619784,NY,PAS,6/27/2017,SUBN,BMW,P,77150,28560,28590,47,47,941073,1130P,F,ALL,ALL,2001,0,46
2510936673,NY,PAS,7/2/2017,SUBN,CHEVR,P,55960,12550,12550,45,163,955485,0807P,F,ALL,ALL,0,0,63
2510603623,NY,PAS,7/3/2017,SDN,HONDA,K,0,46100,0,122,5,160098,0140A,,ALL,ALL,2014,0,63
2526830491,NY,PAS,7/8/2017,SUBN,BMW,S,51090,25740,68190,103,0,517533,0308A,O,0300A,0600A,2007,0,21
2510634016,NY,PAS,7/8/2017,SDN,HONDA,K,0,0,0,45,2,161495,0602P,F,ALL,ALL,2014,0,14
2513399574,NY,PAS,6/13/2017,SDN,TOYOT,P,0,40404,40404,120,120,958575,1150A,F,ALL,ALL,2004,0,98
2525407121,NY,PAS,6/24/2017,SUBN,CHRYS,K,0,40404,40404,110,3,160631,0923A,O,ALL,ALL,2016,0,20
2512001095,NY,PAS,7/5/2017,SDN,MAZDA,S,31390,35290,27820,101,0,921445,1008A,F,0930A,1100A,2012,0,21
2527175717,NY,PAS,7/3/2017,SUBN,BMW,P,44900,26150,47000,122,122,949661,0808P,F,ALL,ALL,2005,0,40
2527588945,NY,PAS,6/29/2017,,CHEVR,P,55960,12550,12550,45,163,952895,0900P,,ALL,ALL,2015,0,63
2525127549,NY,PAS,6/24/2017,SDN,NISSA,P,20420,29620,49920,45,45,925427,1135A,F,ALL,ALL,2013,0,98
2499880926,NY,PAS,7/5/2017,SDN,,P,29620,24790,30915,43,0,138,0900P,F,ALL,ALL,1997,0,40
2527425910,NY,PAS,6/25/2017,SDN,LEXUS,P,14630,35080,35130,61,61,958867,1100A,F,ALL,ALL,2015,0,46
2518710442,NY,PAS,7/14/2017,SUBN,BMW,P,13430,83925,23530,73,504,330077,0738A,F,0700A,1000A,0,0,14
2524959213,NY,PAS,6/27/2017,,JEEP,P,68020,66120,26790,42,42,936540,0911P,F,ALL,ALL,2004,0,19
2490076445,NY,PAS,6/28/2017,SUBN,GMC,P,0,40404,40404,50,50,957042,0401P,F,ALL,ALL,2003,0,98
2486931701,NY,PAS,6/24/2017,SDN,CHEVR,P,70420,26550,26610,42,42,944680,1035A,O,ALL,ALL,2007,0,20
2518807051,NY,PAS,6/22/2017,DELV,JEEP,P,0,0,0,100,100,937023,0944A,O,ALL,ALL,2007,0,21
2525142617,NY,PAS,7/5/2017,SDN,HONDA,P,77150,28470,28500,47,47,959416,0220A,F,ALL,ALL,2012,0,46
2527803297,NY,PAS,6/4/2017,SDN,JEEP,P,15010,40404,40404,7,7,960172,0800P,,ALL,ALL,2006,0,14
2469262704,NY,PAS,7/4/2017,SUBN,DODGE,P,34040,57970,0,100,100,933471,0550P,,ALL,ALL,2003,0,14
2467318852,PA,PAS,7/12/2017,SDN,LEXUS,P,23330,41730,40230,67,67,953576,0449P,F,ALL,ALL,2002,4,40
2518782450,NY,PAS,6/30/2017,SDN,INFIN,P,31430,41700,60790,101,101,949824,0811P,F,ALL,ALL,2014,0,40
2527618883,NY,PAS,7/6/2017,SDN,HONDA,P,0,40404,40404,47,47,942053,0110P,F,ALL,ALL,2011,0,40
2527430239,NY,PAS,6/11/2017,SDN,NISSA,P,67030,14680,14730,61,61,917734,1231P,F,ALL,ALL,2015,0,46
2513659894,NY,PAS,6/13/2017,SDN,HONDA,P,0,0,0,106,106,961757,0430A,O,ALL,ALL,2015,0,40
2499897389,NY,PAS,7/9/2017,SDN,TOYOT,P,70520,50770,45330,43,0,39,1220P,F,ALL,ALL,2015,0,19
2525340660,NY,PAS,7/4/2017,SDN,VOLKS,P,45518,13325,0,102,3,160429,0925A,F,ALL,ALL,2013,0,98
2483056580,NY,PAS,6/21/2017,SUBN,MITSU,U,11310,0,0,122,836,472,1050A,,ALL,ALL,2003,0,63
2510322810,NY,PAS,7/18/2017,SDN,CHRYS,S,20940,40404,40404,110,0,534917,0741A,F,0730A,0800A,2016,0,21
2525142599,NY,PAS,7/6/2017,SDN,NISSA,P,24420,28620,67020,47,47,959416,0935P,F,ALL,ALL,2003,0,40
2509549499,NY,PAS,6/19/2017,SDN,CHRYS,P,29690,36890,13113,33,108,351992,1020P,F,ALL,ALL,2014,0,19
2510603580,PA,PAS,6/30/2017,SUBN,LINCO,K,0,0,0,122,5,160098,1215A,,ALL,ALL,0,0,63
2514000021,NY,PAS,6/10/2017,SUBN,CHEVR,P,36690,27135,27140,105,105,941016,0110A,F,ALL,ALL,2001,0,19
2517269442,NY,PAS,6/12/2017,SDN,HONDA,P,0,40404,40404,123,123,942336,0920A,O,ALL,ALL,2012,3,40
2510603428,NY,PAS,6/25/2017,SUBN,GMC,K,11265,18510,17174,122,5,160098,0640P,,ALL,ALL,2015,0,20
2515885099,NY,PAS,6/11/2017,SDN,NISSA,P,44900,38445,25365,120,968,1309,0857P,O,ALL,ALL,2015,0,46
2515753154,NY,PAS,6/10/2017,SDN,ME/BE,P,0,0,0,105,105,958966,0841P,F,ALL,ALL,2016,0,40
2515082081,PA,PAS,7/2/2017,SUBN,JEEP,P,57720,66860,23800,49,575,941776,0717A,O,ALL,ALL,0,0,98
2518804025,VT,PAS,6/11/2017,SDN,TOYOT,P,64151,29790,49295,100,100,953224,0500P,O,ALL,ALL,0,0,20
2518777315,NY,PAS,6/21/2017,SDN,HYUND,P,60085,29940,50303,101,101,931488,1224P,F,1130A,1300P,2016,0,21
2516961390,NY,PAS,7/9/2017,SUBN,HONDA,P,18040,24790,24840,103,103,958230,1011A,F,ALL,ALL,2004,0,46
2514063334,NY,PAS,6/20/2017,SUBN,NISSA,P,55590,35670,25050,113,113,930783,1223A,F,ALL,ALL,2015,0,20
2510601701,NY,PAS,7/7/2017,SDN,TOYOT,K,36500,46850,0,122,5,160579,0942P,,ALL,ALL,2002,0,63
2527582141,NY,PAS,6/22/2017,SUBN,TOYOT,P,44320,32420,29820,47,47,955210,0718A,F,ALL,ALL,2017,0,98
2527618469,NY,PAS,6/29/2017,SUBN,FORD,P,28170,45020,12550,47,47,957031,0958A,F,0930A,1100A,2017,0,21
2527170278,NY,PAS,7/13/2017,P-U,FORD,P,23980,17400,31285,122,122,941879,0216A,F,ALL,ALL,2015,0,46
2514028759,NY,PAS,6/10/2017,SDN,KIA,P,20240,50690,54190,103,103,950379,0540P,F,ALL,ALL,2013,0,98
2513816702,NY,PAS,7/11/2017,SUBN,NISSA,P,24290,62990,19990,103,103,956065,0300P,F,ALL,ALL,2017,0,98
2513734911,NY,PAS,7/7/2017,SDN,HONDA,P,49690,24490,24440,107,107,943342,0901P,F,ALL,ALL,2016,0,46
2525370110,NY,PAS,6/11/2017,SUBN,ME/BE,P,13235,0,0,110,3,160549,0455P,O,ALL,ALL,2003,0,20
2515727502,NY,PAS,6/16/2017,SUBN,TOYOT,P,55590,27098,27100,105,105,931865,1025A,F,ALL,ALL,2008,0,19
2523860987,NY,PAS,6/29/2017,SDN,CADIL,P,66920,62420,67620,43,808,946295,0737P,F,ALL,ALL,2003,0,40
2527164756,NY,PAS,6/9/2017,SDN,FORD,P,18980,70198,37115,123,123,957822,1006P,F,ALL,ALL,2010,0,98
2515739740,NY,PAS,7/14/2017,SUBN,NISSA,P,20140,23640,23740,103,103,956224,0940A,F,ALL,ALL,2012,0,14
2499893066,PA,PAS,6/25/2017,SUBN,HONDA,P,59820,50750,29620,43,0,113,0818A,F,ALL,ALL,0,0,40
2514045113,NY,PAS,6/15/2017,SDN,NISSA,P,0,40404,40404,101,101,953032,1040P,,ALL,ALL,2007,0,98
2523867372,NY,PAS,7/17/2017,,JEEP,P,20770,25908,29150,121,121,925790,0225P,F,ALL,ALL,2003,0,46
2510485207,NY,PAS,6/25/2017,SDN,FORD,P,0,13650,0,25,1,160347,1230P,F,ALL,ALL,2007,0,20
2525380646,NY,PAS,6/23/2017,SDN,VOLVO,K,22620,12550,33620,42,2,160921,0916A,O,ALL,ALL,2002,0,20
2497186445,NY,PAS,6/20/2017,SDN,HYUND,X,12310,17310,10555,13,839,111107,1110A,O,1100A,0200P,2015,0,21
2512000177,NY,PAS,7/10/2017,SDN,HYUND,S,32930,37780,73210,69,0,669776,0147A,F,1200A,0300A,2016,0,21
2510633822,NY,PAS,7/15/2017,FOUR,HYUND,P,15920,76950,0,45,2,160696,0550P,O,ALL,ALL,2013,0,14
2527482505,PA,PAS,7/9/2017,SDN,LEXUS,P,64830,14180,14230,63,63,961074,1155A,F,ALL,ALL,0,0,98
2515526771,NY,PAS,6/16/2017,SDN,TOYOT,P,57130,30430,13630,75,0,955177,1043P,F,1200A,1200A,2001,0,20
2515755114,99,OMT,6/24/2017,SUBN,HONDA,P,55590,27104,63020,105,105,954712,0233P,F,ALL,ALL,2009,0,40
2523638541,NY,PAS,7/18/2017,SUBN,CHEVR,S,9520,27330,29220,48,0,0,0946A,F,0830A,1000A,2005,0,21
2525249345,PA,PAS,6/20/2017,SDN,HYUND,P,36450,10610,10810,32,32,941136,1201P,F,1130A,0100P,0,0,21
2515964281,NY,PAS,6/25/2017,SDN,ME/BE,X,25645,32625,32625,19,977,627890,0540P,F,ALL,ALL,2017,0,20
2511121011,NY,PAS,6/25/2017,SDN,NISSA,P,20220,27060,27090,48,48,944856,0324A,F,ALL,ALL,2002,0,98
2526830325,NY,PAS,6/20/2017,SDN,ME/BE,S,51090,25540,25690,103,0,517533,0318A,F,0300A,0600A,2004,0,21
2527487466,PA,PAS,7/3/2017,SUBN,FORD,P,37484,14130,14180,63,63,958192,0635P,F,ALL,ALL,0,0,46
2523760245,NJ,PAS,7/13/2017,VAN,HONDA,S,0,0,0,66,0,697294,0857A,,0830A,1000A,0,0,21
2497187437,NY,PAS,6/19/2017,SDN,TOYOT,X,17390,31710,12310,13,839,111132,1224P,F,1100A,0200P,2007,0,21
2526821621,NY,PAS,6/21/2017,SDN,TOYOT,S,29990,49390,57090,101,0,583261,0947A,O,0930A,1100A,2012,0,21
2511971539,NY,PAS,7/11/2017,SDN,BMW,S,33440,60790,41700,100,0,921445,1142A,F,1130A,0100P,2007,0,21
2510336280,NY,PAS,7/17/2017,SDN,HYUND,S,27140,14240,14490,111,0,505280,0715A,O,ALL,ALL,2010,0,46
2516960058,NY,OMT,6/9/2017,VAN,FORD,P,28265,40404,40404,103,103,956166,0109P,F,ALL,ALL,2003,0,19
2514028028,NY,PAS,6/25/2017,SDN,ME/BE,P,24840,35780,18540,103,103,958825,1018P,F,ALL,ALL,2013,0,98
2525407070,NY,PAS,6/26/2017,SDN,HONDA,P,13235,10990,11090,110,3,160186,1126A,O,ALL,ALL,2013,0,20
2525127805,NJ,PAS,7/2/2017,SDN,NISSA,P,55960,12550,12550,45,45,950297,0303P,,ALL,ALL,0,0,63
2515963744,NY,PAS,6/22/2017,SUBN,LEXUS,X,25645,97690,29605,19,977,668907,1029A,F,1000,1130A,2016,0,21
2511999241,NY,PAS,7/14/2017,SUBN,VOLKS,S,60790,33540,33640,100,0,538169,0846A,O,0830A,10A,2016,0,21
2523640641,NY,PAS,7/3/2017,SUBN,TOYOT,S,45020,8320,9320,49,0,0,1155A,F,1130A,0100P,2006,0,21
2515723265,NY,PAS,7/1/2017,SUBN,JEEP,P,23060,27250,67350,105,105,928760,0330A,,ALL,ALL,2004,2,40
2516959487,99,PAS,7/1/2017,SDN,HONDA,P,17790,24440,24540,103,103,955867,1038P,F,ALL,ALL,2015,0,20
2469259498,NY,PAS,7/8/2017,SUBN,DODGE,P,32240,63155,28465,100,100,958658,0435P,O,ALL,ALL,2013,0,40
2527485652,99,PAS,7/18/2017,SUBN,ROVER,P,36180,14030,14080,63,63,960275,0530A,F,ALL,ALL,2016,1,40
2515725456,NY,PAS,6/11/2017,SDN,AUDI,P,0,0,0,105,105,961001,0650P,F,ALL,ALL,2017,0,40
2523767340,NY,SPO,7/8/2017,SDN,BMW,S,17540,7990,8190,115,0,0,0952A,F,ALL,ALL,2011,5,40
2482969080,NY,OMT,6/22/2017,SUBN,LINCE,K,0,40404,40404,1,1,160285,1121A,,ALL,ALL,2013,0,14
2527588921,NY,PAS,6/29/2017,SUBN,,P,55960,12550,12550,45,463,982890,0900P,,ALL,ALL,2012,0,63
2367561603,NY,PAS,6/27/2017,SUBN,HONDA,P,9540,16590,16740,110,976,0,0630A,O,ALL,ALL,2005,0,20
2527429314,NJ,PAS,6/16/2017,SDN,GMC,P,0,40404,40404,61,61,931207,0536A,F,ALL,ALL,0,0,46
2518777022,NY,PAS,6/14/2017,SUBN,HONDA,P,56590,35780,38690,101,101,949065,0922A,F,ALL,ALL,2002,0,14
2525249163,NY,PAS,6/29/2017,SDN,NISSA,P,36450,10610,10810,32,32,941136,1214P,F,1133A,01P,2013,0,21
2516960352,NY,PAS,6/9/2017,SDN,MITSU,P,51090,23190,23290,103,103,960598,1247A,F,1200A,0300A,2002,0,21
2514031091,NY,PAS,6/26/2017,SDN,TOYOT,P,19960,24940,25050,103,103,961718,0337A,F,ALL,ALL,2007,0,98
2514012934,NY,PAS,7/1/2017,SDN,HONDA,P,25240,49210,19720,103,103,956077,0110A,F,ALL,ALL,2017,0,40
2525380634,NY,PAS,6/19/2017,SDN,HONDA,K,22620,33620,20220,42,2,160921,0902A,O,0800A,0930A,2009,0,21
2518804013,NY,PAS,6/11/2017,SUBN,LEXUS,P,64151,29790,49295,100,100,953224,0440P,O,ALL,ALL,2017,0,20
2515541278,NY,PAS,7/13/2017,SUBN,KIA,P,69330,12130,86030,77,802,937786,0610P,F,ALL,ALL,2013,0,46
2511999847,NY,PAS,7/12/2017,SDN,NISSA,S,0,0,0,101,0,635760,1158A,,1130A,0100P,2011,0,21
2516962991,IL,PAS,6/26/2017,TT,VOLVO,P,51090,58590,24040,103,103,917363,0739A,F,ALL,ALL,0,0,19
2515155561,NY,PAS,6/30/2017,SDN,FORD,P,83730,30430,48430,75,75,950800,0920A,F,ALL,ALL,2011,0,98
2525171077,AR,PAS,6/29/2017,TRAI,,P,0,0,0,47,47,946298,0145A,O,ALL,ALL,0,0,20
2513392079,NY,PAS,6/24/2017,FOUR,BMW,P,18645,15120,15540,120,120,939987,1025A,F,ALL,ALL,2004,0,98
2517404041,PA,PAS,6/25/2017,SDN,FORD,P,10810,36590,36610,32,0,962610,1102P,F,ALL,ALL,0,0,40
2469260205,NY,PAS,7/4/2017,SDN,NISSA,P,33490,60790,56610,100,100,937135,1048P,F,ALL,ALL,2008,0,46
2527070415,99,PAS,7/1/2017,SDN,HONDA,S,9830,90680,90630,62,0,686282,0807A,F,0800A,0830A,2015,0,21
2509785651,NY,PAS,6/30/2017,SUBN,TOYOT,P,61090,0,59590,109,0,341907,0716P,O,ALL,ALL,2012,0,46
2517041556,NY,PAS,6/10/2017,SDN,HYUND,P,60790,34190,34240,100,100,956330,1250P,O,ALL,ALL,2002,0,20
2515333078,NY,PAS,6/2/2017,SDN,,F,76430,34330,56630,75,290,955893,0730P,F,ALL,ALL,2013,0,14
2511972544,NY,PAS,7/18/2017,SUBN,SATUR,S,40890,43033,57530,101,0,534917,0945A,O,0930A,1100A,2003,0,21
2523031516,NY,PAS,6/25/2017,SUBN,CHRYS,P,14180,35130,35180,66,66,930200,1022A,O,ALL,ALL,2017,0,40
2527599414,NY,PAS,6/18/2017,SDN,ACURA,P,77150,57920,28890,47,47,960431,1111A,O,ALL,ALL,2002,0,19
2513661450,NY,PAS,7/12/2017,SDN,NISSA,P,21540,20440,53890,106,106,949638,1100A,F,ALL,ALL,1999,0,98
2523877340,NY,PAS,6/22/2017,SDN,LEXUS,P,44750,18510,53000,121,121,948951,0826A,F,ALL,ALL,2015,0,20
2524957198,NY,PAS,7/3/2017,SDN,BMW,P,26700,33320,69020,42,42,938322,1030P,F,ALL,ALL,2014,0,46
2524441341,NY,PAS,6/29/2017,SUBN,LEXUS,P,14890,28990,59990,112,883,346406,0537P,F,0400P,0700P,2017,0,14
2516960607,NY,PAS,6/12/2017,I,FORD,P,0,0,0,103,103,917363,0738A,,ALL,ALL,2013,0,19
2515721827,NY,PAS,6/25/2017,SUBN,FORD,P,51090,26640,26590,105,105,961367,0410P,F,ALL,ALL,0,0,46
